Region,Workload,Filename,Total Connection Time,Time to First Byte,Download Time,Total Time
India,WEB,sample.json,0:00:00.000685,0:00:00.000712,0:00:00.004098,0:00:00.004810
India,WEB,sample.png,0:00:00.006817,0:00:00.006894,0:00:03.655407,0:00:03.662301
India,WEB,index.html,0:00:00.001343,0:00:00.001369,0:00:00.002876,0:00:00.004245
India,WEB,sample.png,0:00:00.000841,0:00:00.000896,0:00:03.375416,0:00:03.376312
India,WEB,sample.png,0:00:00.000957,0:00:00.001007,0:00:03.605255,0:00:03.606262
India,WEB,sample.pdf,0:00:00.000754,0:00:00.000784,0:00:03.475278,0:00:03.476062
India,WEB,sample.pdf,0:00:00.000708,0:00:00.000735,0:00:03.392116,0:00:03.392851
India,WEB,sample.pdf,0:00:00.001508,0:00:00.001560,0:00:00.004816,0:00:00.006376
India,WEB,sample.csv,0:00:00.002358,0:00:00.002534,0:00:03.467068,0:00:03.469602
India,WEB,sample.jpg,0:00:00.000793,0:00:00.000845,0:00:03.398518,0:00:03.399363
India,WEB,sample.jpg,0:00:00.000792,0:00:00.000829,0:00:03.439963,0:00:03.440792
India,WEB,sample.pdf,0:00:00.001693,0:00:00.001755,0:00:03.506960,0:00:03.508715
India,WEB,sample.jpg,0:00:00.001492,0:00:00.001541,0:00:03.374103,0:00:03.375644
India,WEB,sample.jpg,0:00:00.001968,0:00:00.002017,0:00:03.615651,0:00:03.617668
India,WEB,sample.png,0:00:00.001283,0:00:00.001330,0:00:03.379573,0:00:03.380903
India,WEB,sample.json,0:00:00.000789,0:00:00.000840,0:00:00.004356,0:00:00.005196
India,WEB,index.html,0:00:00.001594,0:00:00.001650,0:00:00.003974,0:00:00.005624
India,WEB,sample.png,0:00:00.000914,0:00:00.000998,0:00:03.420611,0:00:03.421609
India,WEB,sample.png,0:00:00.000798,0:00:00.000861,0:00:03.466043,0:00:03.466904
India,WEB,sample.pdf,0:00:00.001228,0:00:00.001261,0:00:00.006382,0:00:00.007643
India,WEB,sample.csv,0:00:00.001976,0:00:00.002003,0:00:00.005780,0:00:00.007783
India,WEB,sample.png,0:00:00.001271,0:00:00.001279,0:00:03.832235,0:00:03.833514
India,WEB,sample.pdf,0:00:00.000712,0:00:00.000759,0:00:00.005831,0:00:00.006590
India,WEB,sample.jpg,0:00:00.001138,0:00:00.001187,0:00:00.010400,0:00:00.011587
India,WEB,sample.jpg,0:00:00.003256,0:00:00.003322,0:00:03.687797,0:00:03.691119
India,WEB,sample.png,0:00:00.001065,0:00:00.001094,0:00:03.461286,0:00:03.462380
India,WEB,sample.pdf,0:00:00.000767,0:00:00.000794,0:00:03.443309,0:00:03.444103
India,WEB,index.html,0:00:00.000693,0:00:00.000722,0:00:02.118865,0:00:02.119587
India,WEB,sample.csv,0:00:00.000989,0:00:00.001016,0:00:03.479642,0:00:03.480658
India,WEB,index.html,0:00:00.000760,0:00:00.000786,0:00:00.006360,0:00:00.007146
India,WEB,sample.json,0:00:00.004919,0:00:00.005112,0:00:00.004755,0:00:00.009867
India,WEB,sample.json,0:00:00.001086,0:00:00.001114,0:00:00.004822,0:00:00.005936
India,WEB,sample.pdf,0:00:00.000901,0:00:00.000952,0:00:00.003547,0:00:00.004499
India,WEB,sample.png,0:00:00.001452,0:00:00.001516,0:00:00.015985,0:00:00.017501
India,WEB,sample.json,0:00:00.001252,0:00:00.001279,0:00:03.540916,0:00:03.542195
India,WEB,index.html,0:00:00.001114,0:00:00.001152,0:00:00.006551,0:00:00.007703
India,WEB,sample.json,0:00:00.000845,0:00:00.000874,0:00:00.009133,0:00:00.010007
India,WEB,index.html,0:00:00.000754,0:00:00.000778,0:00:03.786830,0:00:03.787608
India,WEB,sample.jpg,0:00:00.000971,0:00:00.000976,0:00:03.375931,0:00:03.376907
India,WEB,sample.csv,0:00:00.001119,0:00:00.001166,0:00:00.003399,0:00:00.004565
India,WEB,sample.png,0:00:00.000960,0:00:00.001013,0:00:03.360848,0:00:03.361861
India,WEB,sample.csv,0:00:00.001673,0:00:00.001724,0:00:03.364523,0:00:03.366247
India,WEB,index.html,0:00:00.001215,0:00:00.001263,0:00:03.596813,0:00:03.598076
India,WEB,sample.jpg,0:00:00.000841,0:00:00.000896,0:00:03.482959,0:00:03.483855
India,WEB,sample.jpg,0:00:00.000765,0:00:00.000770,0:00:00.009211,0:00:00.009981
India,WEB,sample.json,0:00:00.002086,0:00:00.002094,0:00:00.003030,0:00:00.005124
India,WEB,sample.json,0:00:00.001514,0:00:00.001521,0:00:03.524596,0:00:03.526117
India,WEB,sample.pdf,0:00:00.000840,0:00:00.000882,0:00:00.003485,0:00:00.004367
India,WEB,sample.csv,0:00:00.000849,0:00:00.000880,0:00:00.003805,0:00:00.004685
India,WEB,sample.json,0:00:00.001509,0:00:00.001683,0:00:03.415277,0:00:03.416960
India,WEB,sample.pdf,0:00:00.001439,0:00:00.001451,0:00:00.004986,0:00:00.006437
India,WEB,sample.jpg,0:00:00.001734,0:00:00.001743,0:00:03.620418,0:00:03.622161
India,WEB,sample.png,0:00:00.003163,0:00:00.003199,0:00:03.658334,0:00:03.661533
India,WEB,sample.png,0:00:00.002122,0:00:00.002135,0:00:03.516909,0:00:03.519044
India,WEB,sample.jpg,0:00:00.000842,0:00:00.000848,0:00:03.391115,0:00:03.391963
India,WEB,sample.jpg,0:00:00.000734,0:00:00.000739,0:00:03.557007,0:00:03.557746
India,WEB,sample.jpg,0:00:00.001347,0:00:00.001389,0:00:03.492082,0:00:03.493471
India,WEB,sample.json,0:00:00.000844,0:00:00.000872,0:00:00.003211,0:00:00.004083
India,WEB,sample.csv,0:00:00.000690,0:00:00.000738,0:00:00.002917,0:00:00.003655
India,WEB,sample.png,0:00:00.000771,0:00:00.000798,0:00:03.639750,0:00:03.640548
India,WEB,sample.pdf,0:00:00.001633,0:00:00.001683,0:00:03.528808,0:00:03.530491
India,WEB,sample.pdf,0:00:00.000864,0:00:00.000913,0:00:03.570794,0:00:03.571707
India,WEB,index.html,0:00:00.003523,0:00:00.003538,0:00:03.582153,0:00:03.585691
India,WEB,index.html,0:00:00.002287,0:00:00.002339,0:00:00.006211,0:00:00.008550
India,WEB,sample.jpg,0:00:00.001655,0:00:00.001662,0:00:03.538183,0:00:03.539845
India,WEB,sample.json,0:00:00.001517,0:00:00.001523,0:00:03.784179,0:00:03.785702
India,WEB,sample.json,0:00:00.000785,0:00:00.000977,0:00:00.002732,0:00:00.003709
India,WEB,sample.json,0:00:00.001646,0:00:00.001712,0:00:03.420651,0:00:03.422363
India,WEB,sample.png,0:00:00.000808,0:00:00.000887,0:00:03.508505,0:00:03.509392
India,WEB,sample.json,0:00:00.002701,0:00:00.002749,0:00:00.005533,0:00:00.008282
India,WEB,index.html,0:00:00.002072,0:00:00.002147,0:00:03.480364,0:00:03.482511
India,WEB,sample.png,0:00:00.000764,0:00:00.000791,0:00:03.417519,0:00:03.418310
India,WEB,sample.png,0:00:00.000922,0:00:00.000949,0:00:03.655896,0:00:03.656845
India,WEB,sample.json,0:00:00.000774,0:00:00.000819,0:00:00.005256,0:00:00.006075
India,WEB,sample.png,0:00:00.000807,0:00:00.000836,0:00:03.377961,0:00:03.378797
India,WEB,sample.pdf,0:00:00.001023,0:00:00.001053,0:00:00.005245,0:00:00.006298
India,WEB,sample.json,0:00:00.002139,0:00:00.002147,0:00:03.518365,0:00:03.520512
India,WEB,sample.jpg,0:00:00.000979,0:00:00.001007,0:00:00.014316,0:00:00.015323
India,WEB,sample.json,0:00:00.002695,0:00:00.002845,0:00:00.003695,0:00:00.006540
India,WEB,sample.json,0:00:00.000720,0:00:00.000804,0:00:00.004012,0:00:00.004816
India,WEB,sample.pdf,0:00:00.003143,0:00:00.003148,0:00:00.007171,0:00:00.010319
India,WEB,sample.png,0:00:00.000679,0:00:00.000705,0:00:03.510638,0:00:03.511343
India,WEB,sample.json,0:00:00.001353,0:00:00.001380,0:00:00.004693,0:00:00.006073
India,WEB,sample.png,0:00:00.001186,0:00:00.001238,0:00:00.009069,0:00:00.010307
India,WEB,sample.csv,0:00:00.000916,0:00:00.000986,0:00:03.389315,0:00:03.390301
India,WEB,sample.csv,0:00:00.000678,0:00:00.000705,0:00:00.003748,0:00:00.004453
India,WEB,sample.pdf,0:00:00.001061,0:00:00.001111,0:00:03.519866,0:00:03.520977
India,WEB,sample.json,0:00:00.001333,0:00:00.001338,0:00:04.007780,0:00:04.009118
India,WEB,sample.csv,0:00:00.001030,0:00:00.001036,0:00:00.003363,0:00:00.004399
India,WEB,index.html,0:00:00.000717,0:00:00.000762,0:00:03.655298,0:00:03.656060
India,WEB,sample.json,0:00:00.001060,0:00:00.001144,0:00:00.006138,0:00:00.007282
India,WEB,sample.json,0:00:00.004711,0:00:00.004861,0:00:03.783697,0:00:03.788558
India,WEB,index.html,0:00:00.004480,0:00:00.004553,0:00:03.764523,0:00:03.769076
India,WEB,sample.json,0:00:00.000751,0:00:00.000837,0:00:03.523706,0:00:03.524543
India,WEB,sample.json,0:00:00.001799,0:00:00.001858,0:00:00.003367,0:00:00.005225
India,WEB,sample.png,0:00:00.000937,0:00:00.000977,0:00:03.429758,0:00:03.430735
India,WEB,sample.csv,0:00:00.000968,0:00:00.001038,0:00:03.415137,0:00:03.416175
India,WEB,sample.csv,0:00:00.000808,0:00:00.000860,0:00:03.910154,0:00:03.911014
India,WEB,sample.pdf,0:00:00.000819,0:00:00.000874,0:00:00.005816,0:00:00.006690
India,WEB,index.html,0:00:00.000701,0:00:00.000727,0:00:03.580018,0:00:03.580745
India,WEB,index.html,0:00:00.004921,0:00:00.004932,0:00:00.007003,0:00:00.011935
India,WEB,sample.jpg,0:00:00.001271,0:00:00.001445,0:00:03.812098,0:00:03.813543
India,WEB,sample.jpg,0:00:00.000857,0:00:00.000905,0:00:00.009814,0:00:00.010719
India,WEB,sample.jpg,0:00:00.001098,0:00:00.001146,0:00:03.398203,0:00:03.399349
India,WEB,sample.jpg,0:00:00.001285,0:00:00.001290,0:00:03.714317,0:00:03.715607
India,WEB,sample.json,0:00:00.002632,0:00:00.002746,0:00:03.403325,0:00:03.406071
India,WEB,sample.png,0:00:00.000791,0:00:00.000888,0:00:03.790411,0:00:03.791299
India,WEB,sample.csv,0:00:00.007903,0:00:00.007960,0:00:03.581095,0:00:03.589055
India,WEB,sample.jpg,0:00:00.001900,0:00:00.002075,0:00:03.377571,0:00:03.379646
India,WEB,sample.csv,0:00:00.001053,0:00:00.001107,0:00:00.003860,0:00:00.004967
India,WEB,sample.json,0:00:00.000853,0:00:00.000881,0:00:00.004478,0:00:00.005359
India,WEB,sample.png,0:00:00.001783,0:00:00.001789,0:00:03.501134,0:00:03.502923
India,WEB,sample.json,0:00:00.000750,0:00:00.001156,0:00:02.266882,0:00:02.268038
India,WEB,sample.png,0:00:00.001374,0:00:00.001427,0:00:03.812610,0:00:03.814037
India,WEB,sample.png,0:00:00.002560,0:00:00.002626,0:00:03.398579,0:00:03.401205
India,WEB,sample.png,0:00:00.003341,0:00:00.003356,0:00:03.789400,0:00:03.792756
India,WEB,sample.png,0:00:00.001233,0:00:00.001286,0:00:03.546266,0:00:03.547552
India,WEB,sample.png,0:00:00.001134,0:00:00.001185,0:00:03.517531,0:00:03.518716
India,WEB,sample.pdf,0:00:00.001160,0:00:00.001172,0:00:03.517916,0:00:03.519088
India,WEB,index.html,0:00:00.000782,0:00:00.000831,0:00:00.003353,0:00:00.004184
India,WEB,sample.json,0:00:00.001012,0:00:00.001065,0:00:03.512141,0:00:03.513206
India,WEB,sample.json,0:00:00.000829,0:00:00.000860,0:00:03.730373,0:00:03.731233
India,WEB,sample.csv,0:00:00.001656,0:00:00.001707,0:00:00.005756,0:00:00.007463
India,WEB,sample.pdf,0:00:00.000925,0:00:00.000933,0:00:03.488967,0:00:03.489900
India,WEB,sample.json,0:00:00.001776,0:00:00.001804,0:00:03.448077,0:00:03.449881
India,WEB,sample.csv,0:00:00.002755,0:00:00.002920,0:00:04.103059,0:00:04.105979
India,WEB,sample.csv,0:00:00.001285,0:00:00.001326,0:00:00.007731,0:00:00.009057
India,WEB,sample.png,0:00:00.001417,0:00:00.001460,0:00:00.013695,0:00:00.015155
India,WEB,sample.pdf,0:00:00.001356,0:00:00.001383,0:00:03.685212,0:00:03.686595
India,WEB,sample.csv,0:00:00.000714,0:00:00.000834,0:00:03.650167,0:00:03.651001
India,WEB,sample.png,0:00:00.000836,0:00:00.000891,0:00:03.608135,0:00:03.609026
India,WEB,sample.pdf,0:00:00.002006,0:00:00.002038,0:00:03.591867,0:00:03.593905
India,WEB,index.html,0:00:00.001209,0:00:00.001272,0:00:00.004080,0:00:00.005352
India,WEB,sample.jpg,0:00:00.000813,0:00:00.000839,0:00:03.634028,0:00:03.634867
India,WEB,sample.png,0:00:00.001888,0:00:00.001894,0:00:03.596087,0:00:03.597981
India,WEB,sample.pdf,0:00:00.000651,0:00:00.000679,0:00:03.796688,0:00:03.797367
India,WEB,sample.csv,0:00:00.000904,0:00:00.000936,0:00:03.595567,0:00:03.596503
India,WEB,sample.pdf,0:00:00.001756,0:00:00.001835,0:00:03.391520,0:00:03.393355
India,WEB,sample.csv,0:00:00.000649,0:00:00.000677,0:00:03.401235,0:00:03.401912
India,WEB,sample.png,0:00:00.000778,0:00:00.000838,0:00:03.381345,0:00:03.382183
India,WEB,sample.jpg,0:00:00.001107,0:00:00.001113,0:00:03.376013,0:00:03.377126
India,WEB,index.html,0:00:00.000822,0:00:00.000852,0:00:00.006623,0:00:00.007475
India,WEB,sample.pdf,0:00:00.001265,0:00:00.001321,0:00:00.004887,0:00:00.006208
India,WEB,sample.jpg,0:00:00.001018,0:00:00.001068,0:00:03.412195,0:00:03.413263
India,WEB,sample.png,0:00:00.003628,0:00:00.004809,0:00:03.571351,0:00:03.576160
India,WEB,sample.csv,0:00:00.001913,0:00:00.001995,0:00:00.008051,0:00:00.010046
India,WEB,index.html,0:00:00.001174,0:00:00.001199,0:00:00.005385,0:00:00.006584
India,WEB,sample.pdf,0:00:00.002285,0:00:00.002336,0:00:03.395744,0:00:03.398080
India,WEB,sample.jpg,0:00:00.002301,0:00:00.002328,0:00:03.557102,0:00:03.559430
India,WEB,sample.csv,0:00:00.001124,0:00:00.001412,0:00:03.397618,0:00:03.399030
India,WEB,sample.jpg,0:00:00.003113,0:00:00.003118,0:00:03.731218,0:00:03.734336
India,WEB,index.html,0:00:00.000921,0:00:00.000974,0:00:03.605720,0:00:03.606694
India,WEB,sample.csv,0:00:00.001997,0:00:00.002036,0:00:03.410318,0:00:03.412354
India,WEB,sample.png,0:00:00.002350,0:00:00.002427,0:00:00.014585,0:00:00.017012
India,WEB,sample.csv,0:00:00.000772,0:00:00.000800,0:00:03.784101,0:00:03.784901
India,WEB,sample.pdf,0:00:00.001327,0:00:00.001354,0:00:03.531740,0:00:03.533094
India,WEB,sample.csv,0:00:00.000805,0:00:00.000863,0:00:00.009023,0:00:00.009886
India,WEB,sample.csv,0:00:00.000777,0:00:00.000824,0:00:00.003605,0:00:00.004429
India,WEB,sample.pdf,0:00:00.004745,0:00:00.004753,0:00:00.004154,0:00:00.008907
India,WEB,sample.csv,0:00:00.001926,0:00:00.001973,0:00:00.007730,0:00:00.009703
India,WEB,index.html,0:00:00.000684,0:00:00.000744,0:00:00.005541,0:00:00.006285
India,WEB,sample.jpg,0:00:00.001267,0:00:00.001300,0:00:03.388555,0:00:03.389855
India,WEB,sample.jpg,0:00:00.002006,0:00:00.002088,0:00:03.456726,0:00:03.458814
India,WEB,sample.pdf,0:00:00.000705,0:00:00.000732,0:00:03.537830,0:00:03.538562
India,WEB,index.html,0:00:00.000676,0:00:00.000707,0:00:00.005526,0:00:00.006233
India,WEB,sample.jpg,0:00:00.001502,0:00:00.001556,0:00:03.451713,0:00:03.453269
India,WEB,sample.json,0:00:00.003634,0:00:00.003814,0:00:03.795044,0:00:03.798858
India,WEB,sample.pdf,0:00:00.002130,0:00:00.002137,0:00:00.006673,0:00:00.008810
India,WEB,sample.jpg,0:00:00.000988,0:00:00.001042,0:00:03.412723,0:00:03.413765
India,WEB,index.html,0:00:00.000961,0:00:00.001012,0:00:00.004686,0:00:00.005698
India,WEB,sample.png,0:00:00.000754,0:00:00.000782,0:00:03.473376,0:00:03.474158
India,WEB,sample.pdf,0:00:00.001393,0:00:00.001419,0:00:03.549143,0:00:03.550562
India,WEB,sample.csv,0:00:00.001482,0:00:00.001531,0:00:00.002227,0:00:00.003758
India,WEB,index.html,0:00:00.000799,0:00:00.000853,0:00:03.388364,0:00:03.389217
India,WEB,sample.pdf,0:00:00.003160,0:00:00.003171,0:00:04.143925,0:00:04.147096
India,WEB,sample.json,0:00:00.003558,0:00:00.003753,0:00:03.413938,0:00:03.417691
India,WEB,sample.pdf,0:00:00.000790,0:00:00.000819,0:00:03.584894,0:00:03.585713
India,WEB,sample.png,0:00:00.000852,0:00:00.000879,0:00:03.435620,0:00:03.436499
India,WEB,sample.csv,0:00:00.000673,0:00:00.000723,0:00:00.005124,0:00:00.005847
India,WEB,sample.json,0:00:00.001084,0:00:00.001111,0:00:00.004131,0:00:00.005242
India,WEB,sample.csv,0:00:00.003551,0:00:00.003559,0:00:03.725876,0:00:03.729435
India,WEB,sample.json,0:00:00.001094,0:00:00.001144,0:00:03.476981,0:00:03.478125
India,WEB,sample.png,0:00:00.003178,0:00:00.003508,0:00:03.404894,0:00:03.408402
India,WEB,sample.json,0:00:00.000790,0:00:00.000817,0:00:03.440094,0:00:03.440911
India,WEB,sample.png,0:00:00.000758,0:00:00.000785,0:00:03.579488,0:00:03.580273
India,WEB,sample.pdf,0:00:00.000999,0:00:00.001028,0:00:03.482635,0:00:03.483663
India,WEB,sample.json,0:00:00.000688,0:00:00.000716,0:00:03.541394,0:00:03.542110
India,WEB,sample.json,0:00:00.001188,0:00:00.001216,0:00:00.004796,0:00:00.006012
India,WEB,sample.pdf,0:00:00.000821,0:00:00.000874,0:00:00.003686,0:00:00.004560
India,WEB,sample.json,0:00:00.000655,0:00:00.000681,0:00:03.538956,0:00:03.539637
India,WEB,sample.png,0:00:00.001198,0:00:00.001243,0:00:03.377042,0:00:03.378285
India,WEB,sample.json,0:00:00.002569,0:00:00.002728,0:00:03.608742,0:00:03.611470
India,WEB,sample.csv,0:00:00.001164,0:00:00.001216,0:00:00.003673,0:00:00.004889
India,WEB,sample.jpg,0:00:00.001044,0:00:00.001164,0:00:03.450510,0:00:03.451674
India,WEB,sample.csv,0:00:00.002752,0:00:00.002786,0:00:00.004662,0:00:00.007448
India,WEB,sample.json,0:00:00.001420,0:00:00.001472,0:00:00.003324,0:00:00.004796
India,WEB,sample.json,0:00:00.001332,0:00:00.001926,0:00:04.099709,0:00:04.101635
India,WEB,sample.pdf,0:00:00.000866,0:00:00.000871,0:00:03.650851,0:00:03.651722
India,WEB,index.html,0:00:00.000987,0:00:00.001035,0:00:00.003160,0:00:00.004195
India,WEB,sample.jpg,0:00:00.001198,0:00:00.001203,0:00:03.456351,0:00:03.457554
India,WEB,sample.json,0:00:00.001015,0:00:00.001115,0:00:03.700686,0:00:03.701801
India,WEB,sample.pdf,0:00:00.000865,0:00:00.000871,0:00:03.739006,0:00:03.739877
India,WEB,sample.jpg,0:00:00.000785,0:00:00.000836,0:00:03.432918,0:00:03.433754
India,WEB,sample.csv,0:00:00.000765,0:00:00.000791,0:00:03.782424,0:00:03.783215
India,WEB,sample.png,0:00:00.002653,0:00:00.002736,0:00:00.011903,0:00:00.014639
India,WEB,sample.json,0:00:00.001229,0:00:00.001380,0:00:03.361304,0:00:03.362684
India,WEB,sample.jpg,0:00:00.002229,0:00:00.002295,0:00:03.419526,0:00:03.421821
India,WEB,sample.png,0:00:00.000890,0:00:00.000916,0:00:03.481255,0:00:03.482171
India,WEB,sample.json,0:00:00.000790,0:00:00.000892,0:00:03.574547,0:00:03.575439
India,WEB,sample.png,0:00:00.000875,0:00:00.000926,0:00:03.569007,0:00:03.569933
India,WEB,index.html,0:00:00.001790,0:00:00.001841,0:00:03.494922,0:00:03.496763
India,WEB,sample.pdf,0:00:00.000930,0:00:00.000984,0:00:03.404884,0:00:03.405868
India,WEB,sample.pdf,0:00:00.000787,0:00:00.000838,0:00:00.003030,0:00:00.003868
India,WEB,sample.pdf,0:00:00.001020,0:00:00.001048,0:00:03.605689,0:00:03.606737
India,WEB,sample.jpg,0:00:00.000874,0:00:00.000880,0:00:03.378020,0:00:03.378900
India,WEB,index.html,0:00:00.001027,0:00:00.001100,0:00:03.417119,0:00:03.418219
India,WEB,sample.json,0:00:00.002059,0:00:00.002088,0:00:00.006591,0:00:00.008679
India,WEB,index.html,0:00:00.001732,0:00:00.001780,0:00:03.367604,0:00:03.369384
India,WEB,sample.json,0:00:00.002237,0:00:00.002248,0:00:04.053036,0:00:04.055284
India,WEB,sample.csv,0:00:00.001062,0:00:00.001088,0:00:03.485876,0:00:03.486964
India,WEB,sample.jpg,0:00:00.000935,0:00:00.000985,0:00:03.491317,0:00:03.492302
India,WEB,sample.json,0:00:00.000814,0:00:00.000863,0:00:00.003678,0:00:00.004541
India,WEB,sample.png,0:00:00.001182,0:00:00.001280,0:00:03.547496,0:00:03.548776
India,WEB,sample.json,0:00:00.001618,0:00:00.001691,0:00:00.003196,0:00:00.004887
India,WEB,sample.jpg,0:00:00.000701,0:00:00.000730,0:00:03.565004,0:00:03.565734
India,WEB,sample.jpg,0:00:00.001189,0:00:00.001217,0:00:03.476590,0:00:03.477807
India,WEB,sample.jpg,0:00:00.001333,0:00:00.001345,0:00:03.496982,0:00:03.498327
India,WEB,sample.json,0:00:00.002410,0:00:00.002459,0:00:00.003069,0:00:00.005528
India,WEB,sample.jpg,0:00:00.000788,0:00:00.000820,0:00:03.460894,0:00:03.461714
India,WEB,index.html,0:00:00.000861,0:00:00.000889,0:00:03.653290,0:00:03.654179
India,WEB,index.html,0:00:00.000690,0:00:00.000716,0:00:03.857579,0:00:03.858295
India,WEB,index.html,0:00:00.000916,0:00:00.000967,0:00:00.004802,0:00:00.005769
India,WEB,sample.json,0:00:00.000866,0:00:00.000913,0:00:03.424445,0:00:03.425358
India,WEB,sample.jpg,0:00:00.001680,0:00:00.001707,0:00:00.012233,0:00:00.013940
India,WEB,sample.pdf,0:00:00.003033,0:00:00.003059,0:00:00.005333,0:00:00.008392
India,WEB,sample.csv,0:00:00.000846,0:00:00.000897,0:00:00.003434,0:00:00.004331
India,WEB,sample.pdf,0:00:00.001459,0:00:00.001486,0:00:02.142951,0:00:02.144437
India,WEB,sample.json,0:00:00.000795,0:00:00.000843,0:00:03.621674,0:00:03.622517
India,WEB,sample.csv,0:00:00.000911,0:00:00.000917,0:00:03.520072,0:00:03.520989
India,WEB,index.html,0:00:00.002421,0:00:00.002432,0:00:00.006130,0:00:00.008562
India,WEB,sample.csv,0:00:00.000772,0:00:00.000813,0:00:00.008678,0:00:00.009491
India,WEB,sample.csv,0:00:00.000799,0:00:00.000849,0:00:03.383657,0:00:03.384506
India,WEB,sample.csv,0:00:00.000811,0:00:00.000892,0:00:00.004399,0:00:00.005291
India,WEB,index.html,0:00:00.000790,0:00:00.000841,0:00:00.005459,0:00:00.006300
India,WEB,sample.pdf,0:00:00.000999,0:00:00.001048,0:00:03.674717,0:00:03.675765
India,WEB,sample.png,0:00:00.000843,0:00:00.000891,0:00:03.518840,0:00:03.519731
India,WEB,sample.csv,0:00:00.000746,0:00:00.000793,0:00:00.003049,0:00:00.003842
India,WEB,sample.json,0:00:00.000948,0:00:00.000977,0:00:00.004664,0:00:00.005641
India,WEB,sample.jpg,0:00:00.002472,0:00:00.002563,0:00:03.543040,0:00:03.545603
India,WEB,index.html,0:00:00.002847,0:00:00.002884,0:00:03.715610,0:00:03.718494
India,WEB,sample.jpg,0:00:00.002120,0:00:00.002132,0:00:00.012352,0:00:00.014484
India,WEB,sample.png,0:00:00.001145,0:00:00.001172,0:00:03.383487,0:00:03.384659
India,WEB,sample.png,0:00:00.001385,0:00:00.001593,0:00:03.754041,0:00:03.755634
India,WEB,sample.json,0:00:00.001229,0:00:00.001235,0:00:03.438275,0:00:03.439510
India,WEB,sample.pdf,0:00:00.000795,0:00:00.000800,0:00:00.003750,0:00:00.004550
India,WEB,sample.pdf,0:00:00.002222,0:00:00.002458,0:00:00.004443,0:00:00.006901
India,WEB,sample.jpg,0:00:00.002829,0:00:00.002841,0:00:03.436670,0:00:03.439511
India,WEB,sample.csv,0:00:00.002729,0:00:00.002819,0:00:03.498056,0:00:03.500875
India,WEB,sample.png,0:00:00.000893,0:00:00.000950,0:00:03.370036,0:00:03.370986
India,WEB,sample.csv,0:00:00.000675,0:00:00.000703,0:00:00.004249,0:00:00.004952
India,WEB,sample.png,0:00:00.000768,0:00:00.000841,0:00:03.543985,0:00:03.544826
India,WEB,index.html,0:00:00.001573,0:00:00.001579,0:00:00.004178,0:00:00.005757
India,WEB,sample.json,0:00:00.001913,0:00:00.001952,0:00:00.003442,0:00:00.005394
India,WEB,index.html,0:00:00.006332,0:00:00.006393,0:00:00.008673,0:00:00.015066
India,WEB,sample.jpg,0:00:00.000888,0:00:00.000915,0:00:03.659390,0:00:03.660305
India,WEB,sample.jpg,0:00:00.001668,0:00:00.001681,0:00:00.011483,0:00:00.013164
India,WEB,sample.pdf,0:00:00.001498,0:00:00.001527,0:00:03.368842,0:00:03.370369
India,WEB,sample.csv,0:00:00.000783,0:00:00.000809,0:00:03.492681,0:00:03.493490
India,WEB,sample.pdf,0:00:00.001684,0:00:00.001712,0:00:00.006088,0:00:00.007800
India,WEB,sample.pdf,0:00:00.000770,0:00:00.000798,0:00:00.003532,0:00:00.004330
India,WEB,sample.json,0:00:00.000958,0:00:00.000985,0:00:03.822066,0:00:03.823051
India,WEB,index.html,0:00:00.000676,0:00:00.000702,0:00:03.498297,0:00:03.498999
India,WEB,index.html,0:00:00.004879,0:00:00.005054,0:00:00.004613,0:00:00.009667
India,WEB,sample.pdf,0:00:00.001371,0:00:00.001382,0:00:00.003136,0:00:00.004518
India,WEB,index.html,0:00:00.000747,0:00:00.000774,0:00:00.004937,0:00:00.005711
India,WEB,sample.pdf,0:00:00.000717,0:00:00.000748,0:00:03.553373,0:00:03.554121
India,WEB,sample.json,0:00:00.000896,0:00:00.000938,0:00:00.003949,0:00:00.004887
India,WEB,sample.csv,0:00:00.001860,0:00:00.001887,0:00:03.570936,0:00:03.572823
India,WEB,sample.json,0:00:00.000971,0:00:00.001137,0:00:03.519083,0:00:03.520220
India,WEB,sample.jpg,0:00:00.001597,0:00:00.001646,0:00:03.741908,0:00:03.743554
India,WEB,index.html,0:00:00.001030,0:00:00.001079,0:00:03.416671,0:00:03.417750
India,WEB,sample.jpg,0:00:00.000822,0:00:00.000853,0:00:03.492057,0:00:03.492910
India,WEB,sample.png,0:00:00.000863,0:00:00.000903,0:00:03.458183,0:00:03.459086
India,WEB,sample.json,0:00:00.000853,0:00:00.000892,0:00:00.004998,0:00:00.005890
India,WEB,sample.pdf,0:00:00.001392,0:00:00.001502,0:00:03.475148,0:00:03.476650
India,WEB,sample.png,0:00:00.000835,0:00:00.000861,0:00:03.437406,0:00:03.438267
India,WEB,sample.png,0:00:00.002268,0:00:00.002412,0:00:03.777577,0:00:03.779989
India,WEB,sample.png,0:00:00.004346,0:00:00.004560,0:00:03.465340,0:00:03.469900
India,WEB,index.html,0:00:00.001129,0:00:00.001135,0:00:00.003527,0:00:00.004662
India,WEB,sample.pdf,0:00:00.000781,0:00:00.000830,0:00:03.391980,0:00:03.392810
India,WEB,sample.pdf,0:00:00.003524,0:00:00.003769,0:00:00.012225,0:00:00.015994
India,WEB,sample.csv,0:00:00.000765,0:00:00.000815,0:00:03.559878,0:00:03.560693
